약국명,도로명주소,자치구,행정동,심야약국,유년부양비,노년부양비,노령화지수,종합병원,병원,의원,치과병원,치과의원,한방병원,한방의원,인구밀도,한국인 0~4세,한국인 5~9세,한국인 10~14세,한국인 15~19세,한국인 20~24세,한국인 25~29세,한국인 30~34세,한국인 35~39세,한국인 40~44세,한국인 45~49세,한국인 50~54세,한국인 55~59세,한국인 60~64세,한국인 65~69세,한국인 70~74세,한국인 75~79세,한국인 80~84세,한국인 85~89세,한국인 90~94세,한국인 95~99세,한국인 100세 이상,외국인 0~4세,외국인 5~9세,외국인 10~14세,외국인 15~19세,외국인 20~24세,외국인 25~29세,외국인 30~34세,외국인 35~39세,외국인 40~44세,외국인 45~49세,외국인 50~54세,외국인 55~59세,외국인 60~64세,외국인 65~69세,외국인 70~74세,외국인 75~79세,외국인 80~84세,외국인 85~89세,외국인 90~94세,외국인 95~99세,외국인 100세 이상
필약국,서울특별시 강동구 올림픽로 664 2층 205호 (천호동 대우한강베네시티),강동구,천호2동,0,9.8,23.3,238.2,3,14,376,3,224,6,187,22453,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
태극약국,서울특별시 강동구 아리수로76길 38 1층 (고덕동),강동구,고덕2동,0,23.3,19.1,82.1,3,14,376,3,224,6,187,11228,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
굿모닝약국,서울특별시 강동구 풍성로 178 1층 (성내동),강동구,성내1동,0,15.6,21.3,136.1,3,14,376,3,224,6,187,35091,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
명일약국,서울특별시 강동구 양재대로 1626 202호 (명일동),강동구,명일1동,0,17.7,21.7,122.2,3,14,376,3,224,6,187,43241,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
중앙온누리약국,서울특별시 강동구 아리수로 427 1층 (강일동),강동구,강일동,0,22.3,23.5,105.7,3,14,376,3,224,6,187,12778,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
달약국,서울특별시 강동구 천호대로 1171 1층 (길동),강동구,길동,0,10.8,23.3,215.8,3,14,376,3,224,6,187,21598,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
보생당약국,서울특별시 강동구 천호대로 1015 지하2층 (천호동),강동구,천호2동,0,9.8,23.3,238.2,3,14,376,3,224,6,187,22453,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
백세약국,서울특별시 강동구 구천면로 328 (천호동),강동구,천호1동,0,10.6,26.6,251,3,14,376,3,224,6,187,39077,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
열린약국,서울특별시 강동구 상암로 104 A동 101호 (천호동),강동구,천호2동,0,9.8,23.3,238.2,3,14,376,3,224,6,187,22453,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
온누리부부약국,서울특별시 강동구 진황도로 189 104호 (둔촌동),강동구,둔촌2동,0,14.3,22.8,159.7,3,14,376,3,224,6,187,26952,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
나아약국,서울특별시 강동구 천호대로162길 50 (성내동),강동구,성내2동,0,8.5,24,283.8,3,14,376,3,224,6,187,37236,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
호원엠약국,서울특별시 강동구 성내로 66 (성내동),강동구,성내1동,0,15.6,21.3,136.1,3,14,376,3,224,6,187,35091,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
보은약국,서울특별시 강동구 천호대로157길 30 (천호동),강동구,천호3동,0,8.7,22.6,261,3,14,376,3,224,6,187,34285,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
보운약국,서울특별시 강동구 진황도로61길 42 (둔촌동),강동구,둔촌2동,0,14.3,22.8,159.7,3,14,376,3,224,6,187,26952,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
한림약국,서울특별시 강동구 성안로 149 (천호동),강동구,천호3동,0,8.7,22.6,261,3,14,376,3,224,6,187,34285,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
영임약국,서울특별시 강동구 구천면로 233 110호 (천호동),강동구,천호2동,0,9.8,23.3,238.2,3,14,376,3,224,6,187,22453,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
암사조은온누리약국,서울특별시 강동구 고덕로 133 상가동 511호 (암사동 강동롯데캐슬퍼스트아파트),강동구,암사3동,0,23.8,21.6,90.9,3,14,376,3,224,6,187,7339,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
미리암약국,서울특별시 강동구 동남로81길 100 (고덕동),강동구,고덕1동,0,28.9,17.1,59.1,3,14,376,3,224,6,187,15088,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
새원약국,서울특별시 강동구 양재대로130길 11 (명일동),강동구,명일1동,0,17.7,21.7,122.2,3,14,376,3,224,6,187,43241,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
우리약국,서울특별시 강동구 구천면로 250 (천호동),강동구,천호1동,0,10.6,26.6,251,3,14,376,3,224,6,187,39077,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
태화약국,서울특별시 강동구 양재대로123길 9 (천호동),강동구,천호1동,0,10.6,26.6,251,3,14,376,3,224,6,187,39077,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
준온누리약국,서울특별시 강동구 올림픽로 783 103호 (암사동),강동구,암사2동,0,17,21.6,127.3,3,14,376,3,224,6,187,13142,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
새실로암약국,서울특별시 강동구 양재대로 1619 (천호동 가야빌딩),강동구,천호1동,0,10.6,26.6,251,3,14,376,3,224,6,187,39077,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
정문약국,서울특별시 강동구 진황도로61길 48 (둔촌동),강동구,둔촌2동,0,14.3,22.8,159.7,3,14,376,3,224,6,187,26952,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
파란약국,서울특별시 강동구 양재대로 1325 둔촌메디컬센타 101호 (성내동),강동구,성내3동,0,10.9,21.9,200.6,3,14,376,3,224,6,187,33369,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
열린프라자약국,서울특별시 강동구 천호대로170길 26 (성내동),강동구,성내2동,0,8.5,24,283.8,3,14,376,3,224,6,187,37236,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
스마일약국,서울특별시 강동구 고덕로 391 (고덕동),강동구,고덕2동,0,23.3,19.1,82.1,3,14,376,3,224,6,187,11228,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
고려약국,서울특별시 강동구 천호대로 1125 (길동),강동구,길동,0,10.8,23.3,215.8,3,14,376,3,224,6,187,21598,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
둔촌세계로약국,서울특별시 강동구 양재대로 1319 경일빌딩 1층 106호 (성내동),강동구,성내3동,0,10.9,21.9,200.6,3,14,376,3,224,6,187,33369,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
제일공안약국,서울특별시 강동구 풍성로37길 39-7 (성내동),강동구,성내2동,0,8.5,24,283.8,3,14,376,3,224,6,187,37236,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
온누리성심약국,서울특별시 강동구 성안로 147 (천호동),강동구,천호3동,0,8.7,22.6,261,3,14,376,3,224,6,187,34285,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
동남온누리약국,서울특별시 강동구 성내로 4 (성내동),강동구,성내1동,0,15.6,21.3,136.1,3,14,376,3,224,6,187,35091,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
신창약국,서울특별시 강동구 올림픽로 797 1층 102호 (암사동),강동구,암사2동,0,17,21.6,127.3,3,14,376,3,224,6,187,13142,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
메디팜정원약국,서울특별시 강동구 천호대로 1200 (둔촌동),강동구,둔촌2동,0,14.3,22.8,159.7,3,14,376,3,224,6,187,26952,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
강동메디칼약국,서울특별시 강동구 올림픽로 686 (천호동),강동구,천호2동,0,9.8,23.3,238.2,3,14,376,3,224,6,187,22453,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
봄봄약국,서울특별시 강동구 명일로 248 1층 (길동),강동구,길동,0,10.8,23.3,215.8,3,14,376,3,224,6,187,21598,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
수약국,서울특별시 강동구 올림픽로 774 1층 3호 (암사동),강동구,암사1동,0,12.4,23.7,191.5,3,14,376,3,224,6,187,35027,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
더바른약국,서울특별시 강동구 구천면로 241 1층 (천호동),강동구,천호2동,0,9.8,23.3,238.2,3,14,376,3,224,6,187,22453,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
박선영약국,서울특별시 강동구 고덕로 254 이화빌딩 (명일동),강동구,명일2동,0,18.3,20.5,112,3,14,376,3,224,6,187,18098,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
고은온누리약국,서울특별시 강동구 천호대로 1153 1층 (길동),강동구,길동,0,10.8,23.3,215.8,3,14,376,3,224,6,187,21598,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
강동태평양약국,서울특별시 강동구 양재대로 1343 (성내동),강동구,성내3동,1,10.9,21.9,200.6,3,14,376,3,224,6,187,33369,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
서울온누리약국,서울특별시 강동구 천중로43길 34 신운빌딩 101호 (천호동),강동구,천호1동,0,10.6,26.6,251,3,14,376,3,224,6,187,39077,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
스마트약국,서울특별시 강동구 천호대로 997 신라빌딩 3층 302호 (천호동),강동구,천호2동,0,9.8,23.3,238.2,3,14,376,3,224,6,187,22453,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
길동중앙약국,서울특별시 강동구 천호대로187길 49 1층 (길동),강동구,길동,0,10.8,23.3,215.8,3,14,376,3,224,6,187,21598,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
천사약국,서울특별시 강동구 구천면로 297 (천호동),강동구,천호2동,0,9.8,23.3,238.2,3,14,376,3,224,6,187,22453,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
엄약국,서울특별시 강동구 성내로14길 45 105호 (성내동),강동구,성내1동,0,15.6,21.3,136.1,3,14,376,3,224,6,187,35091,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
시민당약국,서울특별시 강동구 양재대로 1479 (길동),강동구,길동,0,10.8,23.3,215.8,3,14,376,3,224,6,187,21598,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
암사현대약국,서울특별시 강동구 올림픽로 777 102호 (암사동),강동구,암사2동,0,17,21.6,127.3,3,14,376,3,224,6,187,13142,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
성덕약국,서울특별시 강동구 구천면로 372 (천호동),강동구,천호1동,0,10.6,26.6,251,3,14,376,3,224,6,187,39077,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
부성한약국,서울특별시 강동구 천중로26길 23 (천호동),강동구,천호1동,0,10.6,26.6,251,3,14,376,3,224,6,187,39077,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
행복한약국,서울특별시 강동구 구천면로 222 (천호동),강동구,천호3동,0,8.7,22.6,261,3,14,376,3,224,6,187,34285,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
명일마트종로약국,서울특별시 강동구 고덕로 276 지하1층 (명일동 이마트명일점),강동구,명일2동,1,18.3,20.5,112,3,14,376,3,224,6,187,18098,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
무지개약국,서울특별시 강동구 진황도로61길 42 104호 (둔촌동 둔촌동주상복합),강동구,둔촌2동,0,14.3,22.8,159.7,3,14,376,3,224,6,187,26952,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
동주약국,서울특별시 강동구 명일로 243 (길동),강동구,길동,0,10.8,23.3,215.8,3,14,376,3,224,6,187,21598,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
선사약국,서울특별시 강동구 올림픽로 800 (암사동),강동구,암사1동,0,12.4,23.7,191.5,3,14,376,3,224,6,187,35027,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
태양약국,서울특별시 강동구 양재대로 1637 1층 105호 (명일동),강동구,명일1동,0,17.7,21.7,122.2,3,14,376,3,224,6,187,43241,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
용한약국,서울특별시 강동구 상암로47길 80-21 (명일동),강동구,명일1동,0,17.7,21.7,122.2,3,14,376,3,224,6,187,43241,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
한사랑약국,서울특별시 강동구 양재대로89길 16 214호 (성내동 파크프라자),강동구,성내3동,0,10.9,21.9,200.6,3,14,376,3,224,6,187,33369,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
강동우리약국,서울특별시 강동구 천호대로173길 12 (길동),강동구,길동,0,10.8,23.3,215.8,3,14,376,3,224,6,187,21598,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
참좋은온누리약국,서울특별시 강동구 성안로 156 (길동),강동구,길동,0,10.8,23.3,215.8,3,14,376,3,224,6,187,21598,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
별약국,서울특별시 강동구 풍성로38길 9 102호 (성내동),강동구,성내1동,0,15.6,21.3,136.1,3,14,376,3,224,6,187,35091,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
