"약국ID","주소","약국명","대표전화1","진료시간(월요일)C","진료시간(화요일)C","진료시간(수요일)C","진료시간(목요일)C","진료시간(금요일)C","진료시간(토요일)C","진료시간(일요일)C","진료시간(공휴일)C","진료시간(월요일)S","진료시간(화요일)S","진료시간(수요일)S","진료시간(목요일)S","진료시간(금요일)S","진료시간(토요일)S","진료시간(일요일)S","진료시간(공휴일)S","우편번호1","우편번호2","병원경도","병원위도","작업일시"
"C1107136","서울특별시 노원구 동일로 1036 (공릉동) 1층","행복을주는약국","02-977-4203","1900","1900","1900","1900","1900","1600","2500","2100","0900","0900","0900","0900","0900","0900","1300","1200","018","45","127.07435376730784","37.62260832684944","2022-07-20 17:42:15.0"
"C1107600","서울특별시 용산구 새창로 70 212호 (도원동 도원동삼성래미안)","행복을주는약국","02-3275-3723","1900","1900","1900","1900","1900","1600","2500","2100","0900","0900","0900","0900","0900","0900","1300","1200","043","54","126.95723536750673","37.5394700692612","2022-07-20 17:42:15.0"
"C1100555","서울특별시 강북구 도봉로 245  (미아동)","행복이가득한수약국","02-984-6388","1900","1900","1900","1900","1900","1500","2500","1300","0900","0900","0900","0900","0900","0900","1300","0900","011","18","127.02425696337772","37.63030206259029","2022-07-20 17:42:15.0"
"C1103298","서울특별시 관악구 남부순환로 1443 (신림동)","행복이가득한약국","02-865-4703","2100","2100","2100","2100","2100","2000","1700","1300","0900","0900","0900","0900","0900","0900","1030","0900","087","67","126.91108827592595","37.481505583755386","2022-07-20 17:42:15.0"
"C1100036","서울특별시 은평구 가좌로 271","행복이꽃피는약국","02-308-7475","2000","2000","2000","2000","2000","1500","1700","1300","0900","0900","0900","0900","0900","0900","1030","0900","122","080","126.91340219799062","37.5928849228367","2022-07-20 17:42:15.0"
"C1103770","서울특별시 성동구 성수이로 113  (성수동2가)","행복이열리는건강약국","02-462-3685","2100","2100","2100","2100","2100","1700","1700","1300","0900","0900","0900","0900","0900","0900","1030","0900","047","94","127.05716760439796","37.545112679840486","2022-07-20 17:42:15.0"
"C1103643","서울특별시 동작구 상도로 301 (상도1동)","행복이열리는건강약국","02-823-0700","2100","2100","2100","2100","2100","1600","1700","1700","0900","0900","0900","0900","0900","0900","1200","1200","069","70","126.94991875772828","37.500982975416264","2022-07-20 17:42:15.0"
"C1100556","서울특별시 성동구 독서당로 299-2 1층 (금호동3가)","행복이열리는약국","02-2253-6060","2100","2100","2100","2100","2100","2100","1700","1700","0900","0900","0900","0900","0900","0900","1200","1200","047","30","127.02246959341048","37.548355346906696","2022-07-20 17:42:15.0"
"C1108472","서울특별시 송파구 백제고분로 501  (방이동)","행복주는약국","02-408-9313","1800","1800","1800","1800","1800","2100","1700","1700","1000","1000","1000","1000","1000","0900","1200","1200","055","45","127.11480000577289","37.51509079447507","2022-07-20 17:42:15.0"
"C1100144","서울특별시 서대문구 수색로 100 4단지 상가1동 1-13호 (북가좌동 DMC래미안e편한세상)","행복한 참약국","02-302-2764","1830","1830","1300","1830","1830","1300","1700","1700","0900","0900","0900","0900","0900","0900","1200","1200","037","09","126.90834627442257","37.55764524178052","2022-07-20 17:42:15.0"
"C1100038","서울특별시 양천구 남부순환로 356 1층 (신월동)","행복한문약국","02-2606-2289","1930","1930","1930","1930","1930","1430","1700","1700","0900","0900","0900","0900","0900","0900","1200","1200","079","10","126.82835335635313","37.53524393588264","2022-07-20 17:42:15.0"
"C1100654","서울특별시 강남구 언주로 707 2층 일부호 (논현동)","행복한미래약국","02-515-3800","1900","1900","1900","1900","1900","1700","1200","1700","0730","0730","0730","0730","0730","0730","0730","1200","060","53","127.0350619423698","37.51625317608745","2022-07-20 17:42:15.0"
"C1103028","서울특별시 강남구 강남대로 446","행복한수약국","02-558-7430","2130","2130","2130","2130","2130","1830","1200","1700","0930","0930","0930","0930","0930","0930","0730","1200","061","23","127.02598574097972","37.50240527243807","2022-07-20 17:42:15.0"
"C1108265","서울특별시 영등포구 영중로2길 1 1층 (영등포동3가)","행복한수약국","02-2672-2340","2100","2100","2100","2100","1930","1600","1200","1700","0900","0900","0900","0900","0900","0900","0730","1200","073","04","126.90681127166714","37.516882996562224","2022-07-20 17:42:15.0"
"C1108216","서울특별시 금천구 두산로 71 (독산동)","행복한약국","02-861-3301","2130","2130","2130","2130","2130","2130","2130","2130","1000","1000","1000","1000","1000","1000","1000","1000","153","813","126.8956727232","37.470623207900005","2022-07-20 17:42:15.0"
"C1103031","서울특별시 노원구 공릉로 187  (공릉동)","행복한약국","02-979-5059","1900","1900","1900","1900","1900","1400","2130","2130","0900","0900","0900","0900","0900","0900","1000","1000","018","34","127.07866229186686","37.62647256889607","2022-07-20 17:42:15.0"
"C1102670","서울특별시 관악구 남부순환로172길 9 (신림동)","행복한약국","02-837-9405","2100","2100","2100","2100","2100","2100","1400","2130","1000","1000","1000","1000","1000","1000","1000","1000","087","74","126.92530075920423","37.48314805174944","2022-07-20 17:42:15.0"
"C1103910","서울특별시 은평구 응암로 248-1","행복한약국","02-383-8332","2000","2000","2000","2000","2000","1500","1400","2130","0830","0830","0830","0830","0830","0830","1000","1000","034","66","126.9183513218455","37.594009338047954","2022-07-20 17:42:15.0"
"C1100284","서울특별시 양천구 중앙로 275 (신정동)","행복한약국","02-2606-8933","1900","1900","1900","1900","1900","1600","1400","2130","0900","0900","0900","0900","0900","0900","1000","1000","080","58","126.85226403730599","37.520795373589465","2022-07-20 17:42:15.0"
"C1108604","서울특별시 송파구 송파대로 345 상가 1A동 1045호 (가락동 헬리오시티)","행복한약국","02-449-1190","2000","2000","2000","2000","2000","1600","1400","2130","0900","0900","0900","0900","0900","0900","1000","1000","056","98","127.10253282307022","37.49761537952875","2022-07-20 17:42:15.0"
"C1106995","서울특별시 영등포구 경인로 775","행복한약국","02-554-7455","1930","1930","1930","1930","1930","1300","1400","2130","0830","0830","0830","0830","0830","0830","1000","1000","072","99","126.89894431533307","37.51419156847514","2022-07-20 17:42:15.0"
"C1104083","서울특별시 성북구 보문로34길 59 1층(동선동1가)","행복한약국","02-927-8253","2300","2300","2300","2300","2300","2300","2300","2300","0900","0900","0900","0900","0900","0930","0930","0930","028","45","127.01859193439176","37.59113168583449","2022-07-20 17:42:15.0"
"C1103310","서울특별시 서대문구 통일로39가길 10-2 1층 (홍제동)","홈케어하나약국","02-395-3185","1900","1900","1900","1900","1900","1500","2200","2300","0900","0900","0900","0900","0900","0900","1300","1000","036","36","126.94363731992176","37.58860772669908","2022-01-20 17:42:07.0"
"C1102537","서울특별시 마포구 신촌로 270 308호 (아현동 수창빌딩)","행복한약국","02-393-1137","2100","2000","2000","2000","2100","1500","2300","2300","0900","0900","0900","0900","0900","0900","0930","0930","041","16","126.95572790037255","37.557081658094695","2022-07-20 17:42:15.0"
"C1103629","서울특별시 광진구 자양로15길 27 1층 (자양동)","행복한약국","02-447-7114","2100","2100","2100","2100","2100","1500","1800","2300","0900","0900","0900","0900","0900","0900","0900","0930","050","57","127.08209015200231","37.53569693710563","2022-07-20 17:42:15.0"
"C1100421","서울특별시 동대문구 답십리로66길 95 1층 (장안동)","행복한약국","02-2245-2611","1900","1900","1900","1900","1900","1500","1800","2300","0900","0900","0900","0900","0900","0900","0900","0930","026","25","127.06618412143847","37.56863209755899","2022-07-20 17:42:15.0"
"C1100655","서울특별시 강동구 구천면로 222 (천호동)","행복한약국","02-484-8186","1900","1900","1900","1900","1900","1600","1800","2300","0930","0930","0930","0930","0930","0930","0900","0930","053","34","127.1293766101559","37.54063090415638","2022-07-20 17:42:15.0"
"C1101230","서울특별시 강남구 테헤란로 222 도원빌딩 지하1층 일부 (역삼동)","행복한약국","02-3453-6795","2000","1900","1900","2000","1900","1600","1800","2300","0930","0930","0930","0930","0930","0930","0900","0930","062","21","127.04076744664714","37.50165691198043","2022-07-20 17:42:15.0"
"C1108302","서울특별시 서대문구 세무서길 12 1층 (홍제동)","행복한약국","02-720-3373","1930","1930","1930","1930","1930","1600","1800","2300","0900","0900","0900","0900","0900","0900","0900","0930","036","30","126.94564370317498","37.58852217242016","2022-07-20 17:42:15.0"
"C1100422","서울특별시 중랑구 망우로 474 (망우동)","행복한약국","02-439-8591","1830","1830","1830","1830","1830","1430","1800","2300","0900","0900","0900","0900","0900","0900","0900","0930","021","77","127.1047436236076","37.6002839897352","2022-07-20 17:42:15.0"
"C1100285","서울특별시 중구 다산로 230 (신당동)","행복한약국","02-2235-1145","1830","1830","1830","1830","1830","1430","1800","2300","0830","0830","0830","0830","0830","0830","0900","0930","045","85","127.01597729219466","37.5635039754865","2022-07-20 17:42:15.0"
"C1102536","서울특별시 성동구 한림말길 31","행복한약국","02-2297-4487","1930","1930","1700","1930","1930","1430","1800","2300","0900","0900","0900","0900","0900","0900","0900","0930","047","34","127.01458825418277","37.54108141535714","2022-07-20 17:42:15.0"
"C1103429","서울특별시 중구 동호로 193 3층 (신당동)","행복한약수약국","02-2253-2917","1800","1800","1800","1800","1800","1300","1800","2300","0930","0930","0930","0930","0930","0930","0900","0930","045","98","127.009941107","37.5551397858","2022-07-20 17:42:15.0"
"C1104075","서울특별시 동작구 사당로 308 화인빌딩 1층 (사당동)","행복한오늘이수약국","02-583-5235","2000","2000","2000","2000","2000","1500","1800","2300","0800","0800","0800","0800","0800","0800","0900","0930","070","13","126.98159836939852","37.484898824877305","2022-07-20 17:42:15.0"
"C1108973","서울특별시 성북구 보국문로 160 1층 (정릉동)","허브약국","02-913-6786","1930","1930","1930","1930","1930","1400","2300","2300","0900","0900","0900","0900","0900","0900","1100","1100","027","01","127.003614898863","37.6169120464565","2022-07-20 17:42:15.0"
"C1100532","서울특별시 서대문구 거북골로14길 32","현대약국","02-303-6600","1800","1800","1800","1800","1800","1300","1400","1400","0900","0900","0900","0900","0900","0900","0900","0900","036","90","126.91424232842425","37.57545327681752","2022-07-20 17:42:15.0"
"C1100535","서울특별시 종로구 통일로 246-10 113호 (무악동)","현대약국","02-725-6569","1900","1900","1900","1900","1900","1600","1400","1400","0900","0900","0900","0900","0900","0900","0900","0900","030","25","126.96162479069835","37.574808462306336","2022-07-20 17:42:15.0"
"C1102523","서울특별시 중구 동호로 196 (신당동)","현대약국","02-2238-2767","1800","1800","1800","1800","1800","1300","1400","1400","0900","0900","0900","0900","0900","0900","0900","0900","046","07","127.0103712344","37.5556479114","2022-07-20 17:42:15.0"
"C1103483","서울특별시 영등포구 도림로 158","현대약국","02-848-1933","1830","1830","1830","1830","1830","1530","1400","1400","0830","0830","0830","0830","0830","0900","0900","0900","074","17","126.89931534885653","37.49425461023754","2022-07-20 17:42:15.0"
"C1102699","서울특별시 성동구 독서당로 384 중앙노인정 102호 (응봉동)","현대약국","02-2292-0217","1300","1300","1300","1300","1300","1530","1400","1400","0900","0900","0900","0900","0900","0900","0900","0900","047","41","127.0311022645","37.5499103191","2022-07-20 17:42:15.0"
"C1103026","서울특별시 강북구 도봉로67길 18 (수유동)","현대약국","02-988-1614","2030","2030","2030","2030","2030","2030","1400","1400","0930","0930","0930","0930","0930","0930","0900","0900","011","17","127.02333152642302","37.630728196806686","2022-07-20 17:42:15.0"
"C1106922","서울특별시 금천구 두산로 70  T-113호(현대지식산업센터)","현대약국","02-2181-3677","2000","2000","2000","2000","2000","1630","1400","1400","0900","0900","0900","0900","0900","1000","0900","0900","085","84","126.89559369663635","37.46892203057645","2022-07-20 17:42:15.0"
"C1100534","서울특별시 성북구 삼양로 66 B01호 (길음동 동부크리닉)","현대약국","02-980-9802","1830","1830","1830","1830","1830","1230","1400","1400","0930","0930","0930","0930","0930","0930","0900","0900","027","26","127.02324889582562","37.60900291160807","2022-07-20 17:42:15.0"
"C1103815","서울특별시 서초구 강남대로 375","현대영약국","02-525-5143","1830","1830","1830","1830","1830","1500","1400","1400","0900","0900","0900","0900","0900","0900","0900","0900","066","20","127.02790166163554","37.49636456312014","2022-07-20 17:42:15.0"
"C1104346","서울특별시 광진구 광나루로56길 85 테크노-마트21 지하1층 D-12호 (구의동)","현대온누리약국","02-3424-1120","2000","2000","2000","2000","2000","2000","2000","2000","1000","1000","1000","1000","1000","1000","1000","1000","051","16","127.09569227689693","37.53572634794616","2022-07-20 17:42:15.0"
"C1103410","서울특별시 종로구 율곡로 75","현대온누리약국","02-746-7750","1800","1800","1800","1800","1800","2000","2000","2000","0900","0900","0900","0900","0900","1000","1000","1000","030","58","126.98740247967251","37.57803628881823","2022-07-20 17:42:15.0"
"C1103465","서울특별시 용산구 이촌로 280  (이촌동)","현대온누리약국","02-795-9842","2100","2100","2100","2100","2100","2100","2100","2100","0900","0900","0900","0900","0900","0900","0900","0900","044","26","126.97786970057633","37.51844939072854","2022-07-20 17:42:15.0"
"C1107611","서울특별시 금천구 독산로 142 (시흥동 덕산빌딩)","현대온누리약국","02-895-8859","1830","1830","1830","1900","1830","1400","2100","2100","0900","0900","0900","0900","0900","0900","0900","0900","085","68","126.90509141385242","37.46008571439613","2022-07-20 17:42:15.0"
