,사업장명,도로명주소,경도,위도,geometry
4045,수약국,서울특별시 서초구 동작대로 134 5층 (방배동 가나안빌딩),198416.687503983,442938.69995442,POINT (954029.6712505728 1943393.4777084498)
4046,모닝온누리약국,서울특별시 서초구 강남대로 341 지하1층 (서초동 삼원빌딩),202524.096001449,443449.99298641,POINT (958138.164948727 1943882.6992740876)
4047,평강약국,서울특별시 서초구 서초중앙로24길 55 306호 (서초동 중앙서초플라자),201643.318591414,443772.466475611,POINT (957259.4570753119 1944209.7332549144)
4048,사랑손약국,서울특별시 서초구 서초대로38길 12 103호 (서초동 마제스타시티타워원),200438.992861987,443124.594422616,POINT (956052.1626365917 1943568.531940162)
4049,태평양약국,서울특별시 서초구 중앙로 582 103호 (우면동 서초타워),201286.184985316,439441.292545164,POINT (956879.4147432679 1939882.190964788)
4050,미소약국,서울특별시 서초구 서운로 39 1층 101호 (서초동 원진빌딩),202446.579651069,442799.347859186,POINT (958057.2157269372 1943232.7275958362)
4051,강남호랑이한약국,서울특별시 서초구 강남대로55길 9-13 J타워 4층 (서초동),202388.16,443640.76,POINT (958003.2991170859 1944074.113601264)
4052,늘푸른약국,서울특별시 서초구 반포대로 114 지하1층 102호 (서초동),200701.042562185,443142.856303911,POINT (956314.2050997516 1943585.3914166868)
4053,녹십자약국,서울특별시 서초구 방배로25길 4 1층 (방배동),199268.842420377,442961.791792786,POINT (954881.6110103439 1943412.0237454562)
4054,교대사랑약국,서울특별시 서초구 서초대로 335 (서초동 서흥빌딩),201589.503806626,443697.612920649,POINT (957205.2652450529 1944135.196167828)
4055,양재팜24약국,서울특별시 서초구 남부순환로350길 36 1층 (양재동),203136.004274842,442346.534275435,POINT (958743.9534307526 1942776.4256650438)
4056,나은약국,서울특별시 서초구 남부순환로287길 9-1 (방배동),198826.01954112,441569.415136381,POINT (954431.5523242136 1942022.557025628)
4057,강남사랑약국,서울특별시 서초구 효령로 12 1층 (방배동),198755.388956043,441632.395344807,POINT (954361.2849527873 1942085.8881622474)
4058,서초내곡약국,서울특별시 서초구 청계산로 189 1층 105호 (신원동 내곡드림시티 Ⅱ),204875.938486338,438473.237373955,POINT (960462.5783620591 1938895.4293572463)
4059,양재신세계약국,서울특별시 서초구 매헌로 34 한일빌딩 (양재동),203011.079018148,440206.847574568,POINT (958607.6912773895 1940638.2626259432)
4060,바른약국,서울특별시 서초구 서초중앙로 45 1층 102호 (서초동 서초레몬),201296.398171062,442621.276121873,POINT (956906.5464170745 1943060.8499862342)
4061,신사행복나눔약국,서울특별시 서초구 강남대로 605 휴먼TOWER 104호 (잠원동),201626.186746896,445948.552865248,POINT (957253.9213715328 1946385.0406978994)
4062,스마일약국,서울특별시 서초구 동작대로 132 지하2층 (방배동 안석빌딩),198391.007333333,442902.290333333,POINT (954003.8074222273 1943357.219231235)
4063,뿌리약국,서울특별시 서초구 방배로 177 (방배동 레마빌딩),199245.439853629,443009.301109201,POINT (954858.4706671202 1943459.6387777408)
4064,강남메디칼약국,서울특별시 서초구 방배로 174 1층 (방배동 태창빌딩),199317.690551246,443010.406237489,POINT (954930.6985482532 1943460.3588200838)
4065,더블유스토어하이약국,서울특별시 서초구 사임당로 39 한성빌딩 (서초동),201176.159311432,442917.346139861,POINT (956787.9316981969 1943357.441839661)
4066,미래약국,서울특별시 서초구 고무래로 90-7 서초쇼핑 (서초동),201472.668856726,444193.267014675,POINT (957091.1162304094 1944631.2742389047)
4067,스마트온누리약국,서울특별시 서초구 강남대로53길 7 강남애니타워 101호 (서초동),202427.025843099,443561.16260823,POINT (958041.7255834606 1943994.3411685075)
4068,대영약국,서울특별시 서초구 잠원로14길 29 125호 (잠원동 설악복지센타),201293.26005564,446179.309516814,POINT (956922.3569917389 1946617.4786323465)
4069,킴스약국,서울특별시 서초구 잠원로 69 1층 (잠원동 킴스클럽),200538.827495706,445335.667245506,POINT (956163.7316328688 1945778.1917416255)
4070,다인약국,서울특별시 서초구 남부순환로 2614 302호 (양재동 한솔로이젠트),203172.412230317,442476.415043286,POINT (958781.0381335142 1942906.0604853164)
4071,세븐약국,서울특별시 서초구 서초대로 240 지하1층 B02호 (서초동 서초동 동일하이빌),200741.837498794,443309.391151125,POINT (956355.8703971317 1943751.6426479982)
4072,에이스온누리약국,서울특별시 서초구 방배로 76 1층 (방배동),199783.057194961,442111.603972035,POINT (955391.0956199479 1942559.4366138377)
4073,세화약국,서울특별시 서초구 신반포로 100 406호 (반포동 래미안퍼스티지신반포역상가),199547.194595295,444540.23951026,POINT (955168.2571546264 1944988.3620123083)
4074,서리풀약국,서울특별시 서초구 서리풀길 1 102호 (서초동 자연빌딩),201782.918820304,442702.148757824,POINT (957393.3031289811 1943139.1003707107)
4075,아임약국,서울특별시 서초구 강남대로 439 1층 102호 (서초동 유화빌딩),202173.486849488,444369.925403887,POINT (957792.5946101139 1944804.1300144328)
4076,무지개약국,서울특별시 서초구 헌릉로8길 9-8 1층 108호 (내곡동),205221.03374911,439390.862880938,POINT (960812.4154676852 1939810.8489730349)
4077,방배세명약국,서울특별시 서초구 동작대로 114 1층 (방배동),198397.235721331,442728.184727023,POINT (954009.1064756549 1943183.1494690648)
4078,반포소망약국,서울특별시 서초구 서초중앙로 227 3층 (반포동 진일빌딩),200941.398275986,444410.312156718,POINT (956561.2136092851 1944851.0617858756)
4079,두리약국,서울특별시 서초구 사임당로 180 201호 (서초동 보원빌딩),202521.38313875,443368.091262312,POINT (958135.0171159204 1943800.8448218538)
4080,영약국,서울특별시 서초구 강남대로 415 대동빌딩 4층 (서초동),202256.618815736,444148.332524677,POINT (957874.5132860093 1944582.1831998262)
4081,이수온누리약국,서울특별시 서초구 동작대로 108 304호 (방배동 디오슈페리움2차),198394.433265008,442651.55894894,POINT (954005.8972162086 1943106.568977987)
4082,사랑약국,서울특별시 서초구 신반포로 100 래미안 퍼스티지 신반포역상가 2층 210호 (반포동),199547.194595295,444540.23951026,POINT (955168.2571546264 1944988.3620123083)
4083,지티타워약국,서울특별시 서초구 서초대로 411 지하1층 (서초동 지티타워),202247.706111059,443957.177029663,POINT (957864.5862746806 1944391.1517295036)
4084,사랑의약국,서울특별시 서초구 신반포로 165 2동 1층 1-2호 (잠원동 반포쇼핑타운),200101.113207955,444828.436476507,POINT (955723.490210245 1945273.4943566914)
4085,모아약국,서울특별시 서초구 성촌길 34 지하1층 (우면동 (주)삼성전자서울R&D캠퍼스),202070.429402224,440438.965829416,POINT (957668.6536536721 1940875.2928533466)
4086,메디팜나리약국,서울특별시 서초구 서운로 207 삼호종합상가 106호 (서초동),201848.84806058,444363.963061623,POINT (957468.0539986904 1944799.8988265842)
4087,장수알파약국,서울특별시 서초구 서초중앙로 38 정원빌딩 1층 (서초동),201369.445938815,442584.63649791,POINT (956979.3699621091 1943023.8361452743)
4088,사당13번약국,서울특별시 서초구 방배천로 5-3 1층 (방배동 도양빌딩),198358.536839066,441651.560578965,POINT (953964.6921558528 1942107.1579666138)
4089,기린약국,서울특별시 서초구 잠원로 24 130호 (반포동),200800.417027918,444989.874340522,POINT (956423.3751218221 1945431.1435024228)
4090,다사랑약국,서울특별시 서초구 서초대로74길 11 지하2층 (서초동 삼성전자빌딩),202305.084677949,443831.909375165,POINT (957921.2748503251 1944265.6287300964)
4091,반포프라자약국,서울특별시 서초구 신반포로 329 1층 5호 (잠원동),201654.031425186,445398.655507383,POINT (957278.8258143202 1945835.2149298505)
4092,메디칼약국,서울특별시 서초구 방배로 115 1층 (방배동 방배메디칼빌딩),199524.663124973,442467.198073938,POINT (955134.6971162749 1942916.264731943)
4093,메디팜동양약국,서울특별시 서초구 사임당로 157 4층 (서초동),202303.448620529,443357.493816251,POINT (957917.1134892707 1943791.4119281867)
4094,환승약국,서울특별시 서초구 강남대로 221 107호 (양재동 양재역환승주차장),202962.207813123,442366.929774694,POINT (958570.3352812413 1942797.7380960044)
4095,고연뿌리약국,서울특별시 서초구 신반포로 지하 188 지하1층 (반포동 강남고속터미널역),200361.368180707,444737.116217031,POINT (955983.1551810021 1945180.8244377223)
4096,위드팜서초역약국,서울특별시 서초구 반포대로 138 양진빌딩 (서초동),200633.974170133,443374.266040271,POINT (956248.395481904 1943817.0659400495)
4097,시스템약국,서울특별시 서초구 방배중앙로23길 1 (방배동),198670.9857636,443375.334744071,POINT (954286.1933242155 1943828.5855042893)
4098,서초미소약국,서울특별시 서초구 서초중앙로 230 408호 (반포동),200990.250327999,444448.965951032,POINT (956610.2520078553 1944889.440000061)
4099,알파약국,서울특별시 서초구 사임당로 181 102호 (서초동 대일빌딩),202523.427385959,443426.91462957,POINT (958137.3737277496 1943859.633727475)
4100,도일약국,서울특별시 서초구 사평대로55길 10 (반포동),201959.197087732,444714.823970451,POINT (957580.2273469376 1945150.0316784347)
4101,한영온누리약국,서울특별시 서초구 방배로 36 (방배동),199947.03874897,441770.681219061,POINT (955553.1973372912 1942217.776705839)
4102,샘터약국,서울특별시 서초구 서초중앙로 230 101호 (반포동 동화반포프라자빌딩),200990.250327999,444448.965951032,POINT (956610.2520078553 1944889.440000061)
4103,엔티약국,서울특별시 서초구 효령로 292 서울남부터미널 117호 (서초동),201310.167766645,442438.500304691,POINT (956919.3375569187 1942878.073885745)
4104,메딕스약국,서울특별시 서초구 고무래로 32 반포트라이엄프메딕스빌딩 107호 (반포동),200982.169900218,444468.719796887,POINT (956602.2800007121 1944909.2289916188)
4105,에이티약국,서울특별시 서초구 강남대로 27 지하1층 (양재동 AT센터),203392.793460583,440676.379919661,POINT (958991.7508225839 1941105.575383176)
4106,우면메디칼약국,서울특별시 서초구 태봉로 62 105호 (우면동 네이처프라자),202144.075280951,440208.843928869,POINT (957741.0456221981 1940644.8712181721)
4107,즐거운약국,서울특별시 서초구 동광로1길 112 206호 (방배동),198603.279559789,443866.733034918,POINT (954221.1303990334 1944320.1494053188)
4108,세진약국,서울특별시 서초구 서초중앙로 125 1층 105호 (서초동 로이어즈타워),201123.234498578,443432.174000124,POINT (956737.7689211376 1943872.3458837569)
4109,주앙약국,서울특별시 서초구 방배로 39 1층 (방배동),199881.540630449,441776.249151166,POINT (955487.7549148032 1942223.6910308586)
4110,퍼스트케어약국,서울특별시 서초구 강남대로 381 두산베어스텔 304호 (서초동),202374.665,443842.38,POINT (957990.8830526286 1944275.724671194)
4111,양재로하스약국,서울특별시 서초구 강남대로 48-6 1층 101호 (양재동),203470.772394968,440773.57015373,POINT (959070.2156029703 1941202.3116274187)
4112,구룡수약국,서울특별시 서초구 논현로31길 41 1층 (양재동),203579.713381159,442070.694003334,POINT (959186.016071352 1942498.334412706)
4113,플러스엔약국,서울특별시 서초구 강남대로53길 7 102호 (서초동 애니타워),202427.025843099,443561.16260823,POINT (958041.7255834606 1943994.3411685075)
4114,비타민약국,서울특별시 서초구 방배로 32 2층 2호 (방배동 방배쇼핑센터),199959.764636766,441744.170505172,POINT (955565.7770602447 1942191.208810773)
4115,신명성약국,서울특별시 서초구 서래로8길 1 (반포동),199804.106301318,444061.93797874,POINT (955422.5196501779 1944508.8826216187)
4116,강남약국,서울특별시 서초구 강남대로 463 지하1층 102호 (서초동 리젠타워),202092.708183006,444584.084873837,POINT (957712.9887523393 1945018.63390285)
4117,새드림약국,서울특별시 서초구 강남대로 435 주류성빌딩 1층 (서초동),202188.819669176,444329.635047436,POINT (957807.7067368816 1944763.774143025)
4118,위드팜솔약국,서울특별시 서초구 사평대로 205 (반포동),200514.002958761,444644.771176041,POINT (956135.2373396212 1945087.703333833)
4119,드림약국,서울특별시 서초구 서초중앙로22길 8 행림약품 1층 2호 (서초동),201201.601334569,443425.454059617,POINT (956816.0686883422 1943865.2113861246)
4120,신사스타약국,서울특별시 서초구 강남대로 621 1층 (잠원동),201591.166841786,446100.917105583,POINT (957219.7271148375 1946537.5305623373)
4121,내방약국,서울특별시 서초구 방배로 125 2층 2호 (방배동 영신빌딩),199484.678634659,442545.251530337,POINT (955095.1440146781 1942994.500006941)
4122,양재프라자약국,서울특별시 서초구 강남대로 224 1층 104호 (양재동 한신휴플러스),203028.682900549,442441.155976003,POINT (958637.1788048922 1942871.5806587823)
